论点,主题,set,WA
限制司法激进主义确保法律得到公正执行，实现其预期目的。,我们应该限制司法激进主义。,train,0.963400669
限制过高的薪水将使服务和产品更加负担得起。,我们应该限制高管薪酬。,train,0.803622828
应该对高管的薪酬设定限制，以帮助员工关系，因为与其他员工相比，对高管的过度薪酬扩大了薪酬差距。,我们应该限制高管的薪酬。,train,0.926186955
生活在民主社会，每个人都有选择在他们的隐私中做任何他们想做的事情，焚烧国旗就是其中之一。,我们应该禁止烧国旗。,train,0.716769529
生活在民主社会中，性别选择必须合法化并得到支持。,我们应该合法化性别选择。,train,0.647947774
生活在自己的财政能力范围内是很重要的,我们应该采取紧缩政策。,train,0.597429956
贷款不应该需要补贴，因为学生可以在薪水足够时还清贷款，而这要归功于他们的教育。,我们应该对学生贷款进行补贴。,train,1.0
看看统计数据，家庭教育可以达到并且已经达到了与学校相匹配的学业水平,应禁止家庭教育。,train,1.0
看看许多童星的悲剧，很少有童星能顺利发展并最终成功成为成年人。,我们应该禁止使用童星。,train,0.939315506
看看世界各地目前的政治现状，很明显民主只能通过警惕存在。强制选举有助于在民主受到威胁时保持其活力。,我们应该引入强制投票制度。,train,1.0
浪费在电视上的时间可以用在其他娱乐活动上。,我们应该放弃电视。,train,0.804083725
每年都有大量的树木被砍伐用于建设城市，这对环境很不利。,我们应该抵制城市化。,train,0.829567011
以精心控制的方式诱使罪犯上钩是抓捕他们的最佳方法。,应该合法化诱捕。,train,0.875786853
机器不能很好地运作，它们经常出错，这就是为什么我不支持无人驾驶汽车或自动驾驶汽车。,我们应该停止自动驾驶汽车的发展。,train,0.554206649
维护知识产权是一项昂贵的费用。,我们应该废除知识产权。,train,0.831600578
维护所有的知识产权权利成本过高，而且维护这些权利可能会限制某些行业的创新。,我们应该废除知识产权。,train,1.0
维护个人的知识产权可能成本高昂，并阻碍思想的自由流动。,我们应该废除知识产权。,train,0.979825272
拥有核武器对国家来说是极其昂贵的，废除核武器将使我们能够将这笔资金用于更有生产力的事业，比如基础设施或福利。,我们应该为废除核武器而奋斗,train,1.0
努力创造一个更加平等的社会，减少歧视。,我们应该对居家父亲进行补贴。,train,0.536802356
让一个孩子做演员剥夺了他们的童年经历和交流。,我们应该禁止使用童星演员。,train,1.0
仅仅根据种族做决定就是典型的种族主义。,我们应该结束种族歧视审查。,train,0.929503357
将辅助自杀合法化将给身患严重疾病的人们带来过多的压力，导致他们认为必须结束自己的生命以免成为别人的负担。,辅助自杀应该是一种犯罪行为。,train,0.867452954
让新闻业受到资本主义的影响会对其客观性产生负面影响。,我们应该对新闻业进行补贴。,train,0.740093393
让人们退休可以为年轻人打开职位，而不是让他们永远停留在职业生涯的底层。,我们应该结束强制退休。,train,0.744628692
使卖淫合法化将减少从事这一行业的人的危险。,我们应该合法化卖淫。,train,0.261561459
保护知识产权是昂贵的，有时人们会滥用它。,我们应该废除知识产权。,train,0.457366737
确保学生获得相同水平的教育将会支持他们的未来。,应该禁止家庭教育,train,0.403305704
提供正确的选择可能会带来更多的发展。,我们应该废除知识产权。,train,0.344688612
使培训免费将导致缺乏动力的人占用宝贵的培训资源。,我们应该对职业教育进行补贴,train,1.0
将这项法律制定为法律将为我们的政府提供更大的稳定性。,我们应该实施强制投票制。,train,0.70436409
强制投票基本上违背了民主制度。不投票也是一种有效的选择，就像投票支持某个政党一样。,我们应该引入强制投票制度。,train,0.787697389
强制投票并不是很民主，而是威权主义。,我们应该引入强制投票制。,train,0.790722256
自行管理自己的成人教育本身就是宝贵的训练。,我们应该对职业教育进行补贴。,train,0.67743204
强制性要求会定期开放新的职位，使更多年轻人有可能就业。,我们应该取消强制退休。,train,0.867365905
强制性要求导致身体健全的工作者被迫退出劳动力市场。,我们应该结束强制性退休制度,train,0.507609934
强制性的要求将为任何领域注入新的活力和创新，并有助于应对年轻人的失业问题。,我们应该取消强制退休。,train,0.95999603
强制退休会让那些仍有所贡献的人离开工作场所，对个人的健康和幸福有损害。,我们应该结束强制性退休。,train,0.840765447
强制退休强化了关于老年人能力的问题刻板印象，导致他们在应该被认真对待时无法获得尊重。,我们应该结束强制退休。,train,0.765621774
强制性退休年龄可能对仍需要收入的年长工作者不公平。,我们应该结束强制退休。,train,0.72514924
强制性退休年龄与现代工作场所的实践不一致，并与年龄平等的愿望相违背。,我们应该终止强制退休。,train,0.91292524
强制退休使新员工有机会。,我们应该取消强制退休。,train,0.68936122
强制性退休能让公司避免昂贵的诉讼，提高效率并减少法院系统的负担。,我们应该取消强制退休。,train,0.556630282
强制退休使公司能够随着文化标准的演变而成长，例如性侵和性别平等，通过不断更新招聘的人员代代沟通。,我们应该取消强制性退休。,train,0.936233248
强制退休允许雇主推出那些不再有用的个人，而不会面临年龄歧视诉讼。,我们应该结束强制退休。,train,0.786467161
强制退休规定让雇主有机会基于年龄对员工进行不公平歧视。,我们应该取消强制退休。,train,1.0
强制退休制度能够让新想法和创新涌现出来，而这些可能并不被即将退休的一代所接受，因为他们可能不愿意承认已经到了退休的时候。,我们应该结束强制退休。,train,0.706683463
强制退休可以让新的领导层进入企业，带来新的想法和策略，以解决不断变化的经济格局。,我们应该取消强制退休。,train,0.904102334
强制退休的规定让新人有机会进入职场，同时让老一辈可以放松享受生活。这是一件好事。,我们应该取消强制退休。,train,0.727881468
强制退休使年轻一代有机会进入职场。,我们应该取消强制退休。,train,0.901472007
强制退休允许年轻一代提供新鲜想法，这些想法可能不为即将退休的老一辈所了解。,我们应该结束强制退休。,train,0.3404025
强制退休制度有助于年轻人进入职场并获得更好的机会。,我们应该废除强制退休。,train,1.0
强制退休允许工作市场筛选出那些因年老智力减退而应该退休的人，从而为年轻的求职者腾出机会。,我们应当结束强制退休。,train,1.0
强制性退休允许新员工取代那些已经过了最佳状态并需要退休的老员工。,我们应该取消强制退休。,train,0.922636948
强制退休为年轻一代腾出了就业机会。,我们应该结束强制退休。,train,0.807812759
强制退休制度能够为下一代留出足够的工作岗位，这是非常重要的，因为这些人没有家庭可以依靠，只是开始构建他们的生活。,我们应该取消强制退休。,train,0.912641708
强制性退休允许那些愿意超过退休年龄继续工作的人，因为他们觉得比同龄人更年轻，并且没有比工作更好的事情要做。,我们应该结束强制退休。,train,0.474853767
强制性退休规定让工作场所为年轻员工腾出工作机会。,我们应该结束强制退休。,train,0.84901553
强制退休制度使年轻人得以为劳动力带来新的想法。,我们应该结束强制退休。,train,0.940660283
强制退休制度让年轻一代有公平机会，因此是必要的。,我们应该取消强制退休。,train,1.0
强制退休等于年龄歧视，可能让被迫退休的人失去工作所带来的意义感。,我们应该结束强制性退休。,train,1.0
强制性退休作为一项普遍政策是不必要的，因为那些无法胜任工作的人可以因故离职，而有价值的员工可以继续留任。,我们应该结束强制性退休制度。,train,0.921290644
强制性退休假设人们到了一定年龄后，在职场上变得毫无价值。工作应该基于能力，而不是年龄。,我们应该结束强制退休制度。,train,0.763153872
强制退休会随着年轻员工的涌入，给职场带来新思维。这是一件好事。,我们应该取消强制退休。,train,1.0
强制性退休给企业带来了太多压力，因为他们失去了一位知识丰富的员工，同时也给被迫退休的员工带来了压力。,我们应该终止强制退休。,train,0.761025956
